title,price,year,brand,model,driveWheelConfiguration,vehicleTransmission,fuelType,mileageFromOdometer
"Fit 2007, mécanique A1,pneus d’hiver,  Automatique,A/C, 148000KM",1999.00,2007,Honda,Fit,Roues motrices avant,Automatique,Essence,148 000
Ford Mustang,6300.00,2006,Ford,Mustang,Roues motrices avant,Automatique,Essence,88 166
Nissan Versa Note 2014 automatique,9500.00,2014,Nissan,Versa,Roues motrices avant,Automatique,Essence,71 500
PT cruiser convertible,3495.00,2005,Chrysler,PT Cruiser,Roues motrices avant,Automatique,Essence,130 000
Sprinter Mercedes-Benz 2013,24900.00,2013,Mercedes-Benz,Sprinter Van,Autre,Automatique,Diesel,147 237
"Volkswagen jetta Trendline +2016 automatique,mags, pas de taxe.",15190.00,2016,Volkswagen,Autre,Autre,Automatique,Essence,46 000
Audi,9995.00,2007,Audi,S6,4 roues motrices (4x4),Automatique,Essence,163
2012 Ford Focus SE Berline,4000.00,2012,Ford,Focus,Roues motrices avant,Automatique,Essence,164 000
Acura MDX 2005,5000.00,2005,Acura,MDX,4 roues motrices (4x4),Automatique,Essence,190 000
Honda civic ex,6000.00,1999,Honda,Civic,Roues motrices avant,Manuelle,Essence,250 000
BUICK ENCLAVE 2008 taxes inclus,10400.00,2008,Buick,Enclave,Roues motrices avant,Automatique,Essence,188 000
2005 Honda Pilot EX-L VUS,3500.00,2005,Honda,Pilot,4 x 4,Automatique,Essence,272 608
Très belle BMW coupée noire,13500.00,2007,BMW,3-Series,4 roues motrices (4x4),Manuelle,Essence,93 000
Nissan Maxima 2009 3.5SV 300HP *Fully Loaded*,5500.00,2009,Nissan,Maxima,Roues motrices avant,Automatique,Essence,220 000
Bmw 323it 2000,2300.00,2000,BMW,3-Series,Roues motrices arrière,Automatique,Essence,225 000
Jetta TDI 2015 132000KLM Manuel 6 Vitesses,12800.00,2015,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,132 000
BMW en tres bonne état,14200.00,2011,BMW,Autre,Autre,Automatique,Essence,240 000
Mercedez GLE350d mag 22 pouces bas millage,56000.00,2016,Mercedes-Benz,GL-Class,4 roues motrices (4x4),Automatique,Diesel,31 000
"Volkswagen jetta Trendline +2016 automatique,mags, pas de taxe.",15190.00,2016,Volkswagen,Autre,Autre,Automatique,Essence,46 000
"2006 Ford F-150 SuperCrew XLT + 4 PORTES + 4X4 - 160,000km! NEGO",4999.99,2006,Ford,F-150,4 x 4,Automatique,Essence,160 000
Hyundai Elantra 2014 (call: 514.951.40.65),7500.00,2014,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,113 000
BMW 328 xi 2007 AWD,6350.00,2007,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,230 000
"VENDU Jetta 2012, VW,  manuel 5 vitesses, en excelente condition",7200.00,2002,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,105 000
Nissan Leaf 2014 SL,18000.00,2014,Nissan,Leaf,Roues motrices avant,Automatique,Autre,63 000
Volkswagen Jetta TSI 2015 Sport pack,15465.00,2015,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,96 000
Pick up F-150 à vendre,1500.00,1999,Ford,F-150,Roues motrices arrière,Manuelle,Essence,239 000
dodge dakota,5500.00,2006,Dodge,Dakota,Roues motrices arrière,Automatique,Essence,104 000
WRX,9999.00,2011,Subaru,Impreza,4 roues motrices (4x4),Manuelle,Essence,198 000
BMW M4 F82 2018 LEASE TRANSFER/TRANSFERT DE BAIL,975.00,2018,BMW,4-Series,Roues motrices arrière,Automatique,Essence,1 800
2015 Ford F150 SUPERCAB XL Sport Impeccable,24900.00,2015,Ford,F-150,Roues motrices arrière,Automatique,Essence,72 000
Mazda 3 manuelle Sport GT  2009 cuir toit ouvrant,6500.00,2009,Mazda,Mazda3,Autre,Autre,Essence,123 546
Honda civic 2003 manuel pour pièces ou route,550.00,2003,Honda,Civic,Roues motrices avant,Manuelle,Essence,302 000
CADILLAC SRX 4,13600.00,2011,Cadillac,SRX,4 roues motrices (4x4),Automatique,Essence,111 800
Prix de vente rapid! Subaru Legacy 81000km Priced to sell now!,11990.00,2012,Subaru,Legacy,4 roues motrices (4x4),Automatique,Essence,81 000
BMW Z4 M 2007 CONDITION SHOWROOM,24500.00,2007,BMW,Z4,Roues motrices arrière,Manuelle,Essence,98 000
Subaru Impreza WRX 2007 à vendre,6000.00,2007,Subaru,WRX,4 roues motrices (4x4),Manuelle,Essence,245 850
KIA SOUL 2011,4999.00,2011,Kia,Soul,Roues motrices avant,Manuelle,Essence,152 278
Bmw cabriolet 2002,5000.00,2002,BMW,3-Series,Roues motrices arrière,Automatique,Essence,220
Infinity G 37 X,11900.00,2009,Infiniti,G37x,4 roues motrices (4x4),Automatique,Essence,100 000
Corvette Z06 Custom ( NEGOCIABLE ),29000.00,2001,Chevrolet,Corvette,Roues motrices arrière,Manuelle,Essence,66 900
Ford Focus 2005,2000.00,2005,Ford,Focus,Roues motrices avant,Automatique,Essence,103
2003 Elantra Automatic Fully Equipped only 75000,1350.00,2003,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,75 000
GRAND PRIX,2500.00,2006,Pontiac,Grand Prix,Roues motrices avant,Automatique,Essence,171 000
Honda civic,4900.00,2007,Honda,Civic,Roues motrices avant,Manuelle,Essence,135 000
Rogue 2013 aubaine 41...km,13999.00,2013,Nissan,Rogue,Autre,Automatique,Essence,41 300
GRAND VITARA 2012 JLX,8500.00,2012,Suzuki,Grand Vitara,4 roues motrices (4x4),Automatique,Essence,179
Subaru legacy 2002 AWD AUX 2.5l Cheap Car,1300.00,2002,Subaru,Legacy,4 roues motrices (4x4),Automatique,Essence,203 000
2016 Chevrolet Cruze LT +2000$ LT TURBO Groupe sport RS,235.00,2016,Chevrolet,Cruze,Roues motrices avant,Manuelle,Essence,31 850
Hyundai Genesis 2013 2L TURBO Full Equip. Encore sous Garantie!!,17499.00,2013,Hyundai,Genesis Coupe,Roues motrices arrière,Manuelle,Essence,48 019
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
2014 Honda Civic Si Coupé (2 portes),21000.00,2014,Honda,Civic,Roues motrices avant,Manuelle,Essence,45 000
Hyundai accent noire,2990.00,2009,Hyundai,Accent,Roues motrices avant,Automatique,Essence,147 400
Mazda 6 GS 2009 manuelle,3300.00,2009,Mazda,Mazda6,Roues motrices avant,Manuelle,Essence,175 000
Honda Civic 2009   Manuelle   5995$,5950.00,2009,Honda,Civic,Roues motrices avant,Manuelle,Essence,145
2017 Lexus CT 200h noir,35000.00,2017,Lexus,CT 200h,Roues motrices avant,Automatique,Véhicule hybride,11 000
Nissan Versa 2008 automatique,4999.00,2008,Nissan,Versa,Roues motrices avant,Automatique,Essence,142 000
CHEVROLET CRUZE LT 1.4L 2012,6000.00,2012,Chevrolet,Cruze,Roues motrices avant,Automatique,Essence,125 000
Honda accord 2003,2800.00,2003,Honda,Accord,Roues motrices avant,Automatique,Essence,180 700
BMW 323I 2.5 L manuel,700.00,2000,BMW,Autre,Roues motrices arrière,Manuelle,Essence,273 000
2012 Kia Forte Koup Coupé (2 portes) 140 000km,6200.00,2012,Kia,Forte,Roues motrices avant,Manuelle,Essence,140 000
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
PORSCHE 911 4S 2006 - GT3 AERO KIT,54900.00,2006,Porsche,911,4 roues motrices (4x4),Manuelle,Essence,121 000
hyundai sonata glx,2300.00,2002,Hyundai,Sonata,Roues motrices avant,Automatique,Essence,61 622
Honda Accord 2004 à vendre,1500.00,2004,Honda,Accord,Roues motrices avant,Automatique,Essence,219 000
Honda Civic 2008,5500.00,2008,Honda,Civic,Roues motrices avant,Automatique,Essence,184 000
2004 Honda Civic LX Berline,3450.00,2004,Honda,Civic,Roues motrices avant,Automatique,Essence,124 000
Mitsubishi Eclipse Spyder GTS 2003 - 70 584 milles / 120 000 km,6995.00,2003,Mitsubishi,Eclipse,Roues motrices avant,Automatique,Essence,120 000
Toyota Matrix XR 2005,3200.00,2005,Toyota,Matrix,Roues motrices avant,Autre,Essence,202 000
Journey 2013  9950$ Seulement 35000 km,9950.00,2013,Dodge,Journey,Roues motrices avant,Automatique,Essence,35 000
Ford Ranger 2007,7900.00,2007,Ford,Ranger,4 x 4,Automatique,Essence,136 000
2016 Subaru WRX AWD Sport Tech Manuelle,27000.00,2016,Subaru,WRX,4 roues motrices (4x4),Manuelle,Essence,27 000
2008 bmw 328I A1 condition runs like new *never gave me ISSUES*,6499.00,2008,BMW,3-Series,Roues motrices arrière,Automatique,Essence,183 000
nissan 350 z  2006 a vendre,12500.00,2006,Nissan,350Z,Roues motrices arrière,Manuelle,Essence,125 000
Jeep 2012 Wrangler Sahara,24500.00,2012,Jeep,Wrangler,4 x 4,Automatique,Essence,145 000
"Mazda 3 Sport GS 2017, 4 400 Km, un seul propriétaire",19900.00,2017,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,4 400
Honda Civic 2008 coupé,6300.00,2008,Honda,Autre,Autre,Automatique,Essence,84 168
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
Honda Civic 2004 4 portes 295169Km au compteur,1000.00,2004,Honda,Civic,Roues motrices avant,Automatique,Essence,295 169
Saturn VUE 2005,2850.00,2005,Saturn,VUE,Roues motrices avant,Manuelle,Essence,152 000
"Elantra 2015 Manuelle, bail à céder, je donne 2500$ + frais",50.00,2015,Hyundai,Elantra,Roues motrices avant,Manuelle,Essence,68 000
2009 Chevrolet Impala,2999.00,2009,Chevrolet,Impala,Roues motrices avant,Automatique,Essence,179 000
2007 Saturn ION Berline,900.00,2007,Saturn,ION,Roues motrices avant,Manuelle,Essence,266 500
BMW 325XI,3500.00,2006,BMW,Autre,4 roues motrices (4x4),Automatique,Essence,268 000
Toyota yaris 2007,2400.00,2007,Toyota,Yaris,Roues motrices avant,Manuelle,Essence,196 000
2008 Mercedes-Benz GL-Class VUS,12500.00,2008,Mercedes-Benz,GL-Class,4 roues motrices (4x4),Automatique,Diesel,260 000
Luxueuse BMW 328i 2009 automatique coupé 2 portes 118 000km,9395.00,2009,BMW,3-Series,Autre,Automatique,Essence,118 000
2004 Ferrari 360 Modena Spider F1,115000.00,2004,Ferrari,360,Roues motrices arrière,Autre,Essence,20 000
"2012 Subaru Impreza 2,0i  limited Berline - dernière chance",10900.00,2012,Subaru,Impreza,Autre,Manuelle,Essence,107 800
ford ranger 4x4 2009,9000.00,2009,Ford,Ranger,4 x 4,Automatique,Essence,165 300
Hyundaï Santa Fe G 2009,8500.00,2009,Hyundai,Santa Fe,Autre,Automatique,Essence,140 713
Honda prelude 1999 couper type sh,4000.00,1999,Honda,Prelude,Roues motrices avant,Manuelle,Essence,205 000
2008 LEXUS ES350 GPS BACKUP CAMERA TECH PACK FOR SALE,9700.00,2008,Lexus,ES,Roues motrices avant,Automatique,Essence,150 000
2004 Ferrari 360 Modena Spider F1,115000.00,2004,Ferrari,360,Roues motrices arrière,Autre,Essence,20 000
2007 Mazda 3 GX Sedan-Automatic-Air Climatisé-Extra PropreA1.,2900.00,2007,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,170 000
2003 Honda CRV LX 4WD manuelle,3100.00,2003,Honda,CR-V,4 roues motrices (4x4),Manuelle,Essence,285 000
Jetta tdi 2014,13400.00,2014,Volkswagen,Jetta,Roues motrices avant,Automatique,Diesel,180 000
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
Van ford e250 pièces,800.00,2001,Ford,E250,Roues motrices arrière,Automatique,Essence,180 000
Audi Q5 2011 Premium,22500.00,2011,Audi,Q5,4 roues motrices (4x4),Automatique,Essence,80 000
Mercedes-Benz S 500,8000.00,2006,Mercedes-Benz,400-Series,4 roues motrices (4x4),Automatique,Essence,223 000
2008 Ford Escape Hybride AWD,4500.00,2008,Ford,Escape,4 roues motrices (4x4),Automatique,Véhicule hybride,152 000
Honda Cr-V 2008,8995.00,2008,Honda,CR-V,4 x 4,Automatique,Essence,131 000
Infiniti G37xS coupe 2rd X S AWD,19900.00,2012,Infiniti,Autre,4 roues motrices (4x4),Automatique,Essence,101 000
2007  PONTIAC G5     COBALT   75000 KM   AUTOMATIQUE,3500.00,2007,Pontiac,G5,Roues motrices avant,Automatique,Essence,75 000
2011 BMW 1-Series 128i Cabriolet,19400.00,2011,BMW,1-Series,Roues motrices arrière,Automatique,Essence,89 000
Infiniti g37xs IPL 2012 FULL équipé 4x4 vert perle lamborgini,17000.00,2012,Infiniti,G37,Autre,Automatique,Essence,85 000
2001 Audi TT TT Quattro Turbo 225hp Cabriolet,10500.00,2001,Audi,TT,4 x 4,Manuelle,Essence,180 500
2009 BMW 3-Series M Sports Pack Coupe (2 portes),9499.99,2009,BMW,3-Series,Roues motrices arrière,Automatique,Essence,164 000
MAZDA3 GS-SKY 2014,9720.00,2014,Mazda,Mazda3,Roues motrices avant,Manuelle,Essence,82 200
2004 HONDA CIVIC + AUTOMATIQUE + DÉMARREUR À DISTANCE + 8 PNEUS,1900.00,2004,Honda,Autre,Autre,Automatique,Essence,211 446
Ford torus 2002,900.00,2002,Ford,Taurus,Roues motrices avant,Automatique,Essence,260 000
TDI Jetta wagon 2003,3000.00,2003,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,170 000
Nissan Versa 2009,4850.00,2009,Nissan,Versa,Autre,Manuelle,Essence,105 626
MITSUBISHI LANCER OZ Rally 2006 À VENDRE,1700.00,2006,Mitsubishi,Lancer,Roues motrices avant,Manuelle,Essence,240 000
CHEVROLET OPTRA FAMILIALE 2005,800.00,2005,Chevrolet,Optra,Roues motrices avant,Manuelle,Essence,245 000
Ford Fiesta SE 2014 à vendre,8900.00,2014,Ford,Fiesta,Autre,Autre,Essence,52 200
Honda Odyssey EX-L 2005 7 passagers,5300.00,2005,Honda,Odyssey,Roues motrices avant,Automatique,Essence,163 000
MAZDA 6 SPORT WAGON,4995.00,2006,Mazda,Mazda6,Roues motrices avant,Automatique,Essence,79 990
1992 Mercedes Benz 500 SEL,10000.00,1992,Mercedes-Benz,500-Series,Roues motrices arrière,Automatique,Essence,106 000
Chrysler cirrus 2000,700.00,2000,Chrysler,Cirrus,Roues motrices avant,Automatique,Essence,135 000
Mazda 3 2006,850.00,2006,Mazda,Mazda3,Roues motrices avant,Manuelle,Essence,160 000
Ford f350,17500.00,2006,Ford,F-350,4 x 4,Automatique,Diesel,171 550
Acura mdx 2008,10900.00,2008,Acura,MDX,4 x 4,Automatique,Essence,185 000
GMC SIERRA 1500 SLE 2008,12999.00,2008,GMC,Sierra 1500,4 roues motrices (4x4),Automatique,Essence,240 500
Hyundai Elantra GL 2013 Automatique,6500.00,2013,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,155 400
Honda accord coupe 2003 cuir 4 cylindre,2250.00,2003,Honda,Accord,Roues motrices avant,Automatique,Essence,214 700
Toyota echo 2005,1500.00,2005,Toyota,Echo,Roues motrices avant,Manuelle,Essence,162 000
2012 BMW 528XI Premium,16950.00,2012,BMW,5-Series,4 roues motrices (4x4),Automatique,Essence,155 691
"VENDU Jetta 2012, VW,  manuel 5 vitesses, en excelente condition",7200.00,2002,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,105 000
Toyota yaris 2013,9000.00,2013,Toyota,Yaris,Roues motrices avant,Automatique,Essence,104 000
I'm Selling My 2007 Nissan Sentra - Cheap Price!,1300.00,2007,Nissan,Sentra,Roues motrices avant,Automatique,Essence,155 130
Jeep liberty sport v6 3.7 v6 138k usé,1500.00,2003,Jeep,Liberty,Autre,Autre,Essence,138 000
Jeep wrangler 1999,7500.00,1999,Jeep,TJ,Autre,Autre,Essence,240 000
Nissan Sentra FE+ CVT 2009,5500.00,2009,Nissan,Sentra,Roues motrices avant,Automatique,Essence,108 000
"2004 Honda Accord, LX-V6! Amazing condition!",4500.00,2004,Honda,Accord,Roues motrices avant,Automatique,Essence,156 000
"Buick Rainier CXL V8 5,3L AWD Tout équipé, DVD, Cuir etc.",2800.00,2004,Buick,Rainier,4 roues motrices (4x4),Automatique,Essence,182 860
2011 PORSCHE CAYENNE TURBO/PARE-BRISE CHAUFFANT/CRUISE ADAPT/CUI,34995.00,2011,Porsche,Cayenne,Autre,Automatique,Essence,157 000
Hyundai Sonata GL,10500.00,2013,Hyundai,Sonata,Autre,Automatique,Essence,69 897
Honda Civic 2013,9000.00,2013,Honda,Civic,Roues motrices avant,Manuelle,Essence,84 000
Dodge Caravan,600.00,2002,Dodge,Caravan,Autre,Automatique,Essence,260 000
2012 Audi S5 4.2 FSI Quattro,21500.00,2012,Audi,S5,Autre,Manuelle,Essence,157 000
Ford E450 super duty,6500.00,2006,Ford,F-450,Roues motrices arrière,Automatique,Diesel,98 162
Honda civic ex 2015,14500.00,2015,Honda,Civic,Roues motrices avant,Manuelle,Essence,98 800
Race truck,20000.00,1954,Chevrolet,Other Pickups,Roues motrices arrière,Autre,Essence,10
Kia Forte EX 2010 (126 000 Km),5300.00,2010,Kia,Forte,Roues motrices avant,Automatique,Essence,126 273
DODGE DAKOTA 2004 1300$,1300.00,2004,Dodge,Dakota,Autre,Automatique,Essence,230 000
BMW 435I Xdrive COUPE - 6MT Manuelle - COMME NEUVE! Bas mileage!,39900.00,2014,BMW,4-Series,4 roues motrices (4x4),Manuelle,Essence,16 000
EDGE TITANIUM 2017,306.31,2017,Ford,Edge,Autre,Automatique,Essence,10 500
Mazda 3 GT Sport 2005,3000.00,2005,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,142 000
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
Honda Civic 2007 - 77 291 KM - 6500$ Négo,6500.00,2007,Honda,Civic,Roues motrices avant,Automatique,Essence,77 921
2011  Malibu LS  205500 km $3999,3999.00,2011,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,205 500
"Chrysler Sebring 2008 , rien à faire dessus , négociable",2500.00,2008,Chrysler,Sebring,Roues motrices avant,Automatique,Essence,269 000
Equinox a vendre,4200.00,2007,Chevrolet,Equinox,4 roues motrices (4x4),Automatique,Essence,181 000
Mazda 3 2014 NÉGOCIABLE,8500.00,2014,Mazda,Mazda3,Roues motrices avant,Manuelle,Essence,67 000
2007 Dodge Ram SLT 4-4  camion succession,4900.00,2007,Dodge,Power Ram 1500,4 x 4,Automatique,Essence,220 000
1999 Volkswagen Jetta TDI Berline,1200.00,1999,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,180 000
"GMC Savana 2500 allongé, transformé en Campeur",3800.00,2005,GMC,Savana,Roues motrices arrière,Automatique,Essence,193 000
2013 MAZDA6 GT 2.5L AUTOMATIQUE.,8995.00,2013,Mazda,Mazda6,Roues motrices avant,Automatique,Essence,76 750
Jeep Patriot 2015,14500.00,2015,Jeep,Patriot,4 x 4,Automatique,Essence,71 500
Toyota Corolla 2004!!! 77 000kms !!!,4650.00,2004,Toyota,Corolla,Roues motrices avant,Automatique,Essence,77 800
FORD RANGER modèle SPORT-2007-SUPER-CAB,6590.00,2007,Ford,Ranger,Roues motrices arrière,Automatique,Essence,234 000
Pontiac firebird 2000 a vendre,15000.00,2000,Pontiac,Firebird,Roues motrices arrière,Automatique,Essence,116 000
"Mazda 3 Sport GS 2017, 4 400 Km, un seul propriétaire",19900.00,2017,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,4 400
Hyundai Elantra 2014 (call: 514.951.40.65),7500.00,2014,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,113 000
BMW M4 F82 2018 LEASE TRANSFER/TRANSFERT DE BAIL,975.00,2018,BMW,4-Series,Roues motrices arrière,Automatique,Essence,1 800
"Mazda 3 Sport GX 2016 Transfer de bail 177,54/2 sem",177.54,2016,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,31 000
Buick Régal 2004,950.00,2004,Buick,Skylark,Roues motrices arrière,Automatique,Essence,170 000
2017 Porsche 911 TARGA 4S Cabriolet,157000.00,2017,Porsche,911,4 roues motrices (4x4),Automatique,Essence,9 400
Volkswagen Jetta 2.5L Highline w/Navigation,10900.00,2011,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,112 000
Porsche 911 Carrera 4S - 2009 - Impeccable / Mint,73500.00,2009,Porsche,911,4 roues motrices (4x4),Manuelle,Essence,82 500
2006 Nissan Murano SL AWD,2100.00,2006,Nissan,Murano,4 roues motrices (4x4),Automatique,Essence,155 000
2010 Hyundai Accent L Automatique 82 000 Km,3600.00,2010,Hyundai,Accent,Roues motrices avant,Automatique,Essence,82 000
Toyota 4runner 2003 limited,3000.00,2003,Toyota,4Runner,4 roues motrices (4x4),Automatique,Essence,317 000
Auto,2200.00,2004,Chevrolet,Aveo,Roues motrices avant,Automatique,Essence,80 000
Toyota corolla 2003,2500.00,2003,Toyota,Corolla,Roues motrices avant,Automatique,Essence,160
Toyota Yaris 2007,7600.00,2007,Toyota,Yaris,Roues motrices avant,Manuelle,Essence,8 500
2012 Toyota RAV4 Garantie prolongée transférable VUS,14500.00,2012,Toyota,RAV4,4 roues motrices (4x4),Automatique,Essence,116 000
Mini John Cooper Works,399.00,2016,MINI,Autre,Roues motrices avant,Manuelle,Essence,10 550
Altima 2011 de Nissan  Berline 2.5 S - Excellent état 84000 km,8500.00,2011,Nissan,Altima,Autre,Autre,Essence,84 300
Dodge Avenger 2008,1350.00,2008,Dodge,Avenger,Roues motrices avant,Automatique,Essence,230 000
Mazda 5 GS 2007,1900.00,2007,Mazda,Mazda5,Roues motrices avant,Manuelle,Essence,190 000
2003 Honda CR-V VUS,2450.00,2003,Honda,CR-V,4 x 4,Automatique,Essence,240
2007 Hyundai Santa Fe VUS,5400.00,2007,Hyundai,Santa Fe,Roues motrices avant,Automatique,Essence,138 000
2014 Subaru XV VUS,15900.00,2014,Subaru,Crosstrek,4 roues motrices (4x4),Automatique,Essence,74 000
1998 Volkswagen New Beetle Autre,2800.00,1998,Volkswagen,New Beetle,Roues motrices avant,Manuelle,Essence,153 000
Mitsubishi Eclipse,8500.00,2008,Mitsubishi,Eclipse,Roues motrices avant,Automatique,Essence,140 000
Scion TC,8400.00,2011,Scion,tC,Roues motrices avant,Automatique,Essence,179 500
Chrysler sebring 2004,950.00,2004,Chrysler,Sebring,Roues motrices avant,Automatique,Essence,300
Rare - 2009 Mitsubishi Galant 3.8L V6 GT Sport Berline,4500.00,2009,Mitsubishi,Galant,Autre,Automatique,Essence,157 000
Ford Taurus X Limited AWD (Freestyle) 6 passagers,2750.00,2008,Ford,FreeStyle/Taurus X,4 roues motrices (4x4),Automatique,Essence,215 000
Toyota yaris 2013,9000.00,2013,Toyota,Yaris,Roues motrices avant,Automatique,Essence,104 000
ford escape titanium 2017,285.78,2017,Ford,Escape,4 roues motrices (4x4),Automatique,Essence,5 200
Car Toyota Camry,5500.00,2007,Toyota,Camry,Roues motrices avant,Automatique,Diesel,156 000
Ford F-250 XLT 4x4 Super Duty XTR,10000.00,2006,Ford,F-250,4 x 4,Automatique,Essence,146 000
2008 Honda Civic gris Berline,6000.00,2008,Honda,Civic,Roues motrices avant,Automatique,Essence,145 000
2009 Ford Flex Limited AWD,6950.00,2009,Ford,Flex,Autre,Automatique,Essence,212 800
Auto camion,1900.00,2003,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,145 000
Nissan Sentra 2012,5500.00,2012,Nissan,Sentra,Roues motrices avant,Automatique,Essence,107 738
"Honda Accord 2005 EXL, cuir, très bonne consommation d'essence.",1200.00,2005,Honda,Accord,Roues motrices avant,Manuelle,Essence,305 000
Honda civic berline 2010,8300.00,2010,Honda,Civic,Roues motrices avant,Automatique,Essence,88 000
Mini John Cooper Works,399.00,2016,MINI,Autre,Roues motrices avant,Manuelle,Essence,10 550
Luxueuse BMW 328i 2009 automatique coupé 2 portes 118 000km,9395.00,2009,BMW,3-Series,Autre,Automatique,Essence,118 000
Acura TL 2009,7999.99,2009,Acura,TL,Roues motrices avant,Automatique,Essence,199 000
"2008 Mercedes-Benz R-Class 3.0L CDI SUV, Crossover",13500.00,2008,Mercedes-Benz,R-Class,4 roues motrices (4x4),Automatique,Diesel,110 542
Suzuki xl7 2002 4x4  193000km,1250.00,2002,Suzuki,XL7,4 x 4,Automatique,Essence,193 000
1988 Cadillac DeVille Berline,4800.00,1988,Cadillac,DeVille,Roues motrices arrière,Automatique,Essence,180 841
TOYOTA COROLA 2003,1200.00,2003,Toyota,Corolla,Roues motrices avant,Automatique,Essence,293 820
Belle convertible,4195.00,2000,Volkswagen,Cabrio,Roues motrices avant,Manuelle,Essence,164 000
BMW X5 4.8L V8,9800.00,2007,BMW,X5,4 roues motrices (4x4),Automatique,Essence,180 000
BMW Z4 35i 2016,54000.00,2016,BMW,Z4,Roues motrices arrière,Automatique,Essence,13 894
2008 Mazda 3,3850.00,2008,Mazda,Mazda3,Roues motrices avant,Manuelle,Essence,144 000
Mustang Convertible GT,12500.00,2004,Ford,Mustang,Roues motrices arrière,Automatique,Essence,110 000
BMW 435I Xdrive COUPE - 6MT Manuelle - COMME NEUVE! Bas mileage!,39900.00,2014,BMW,4-Series,4 roues motrices (4x4),Manuelle,Essence,16 000
Mazda miata gs 2006 mec a1 6vitesses,10000.00,2006,Mazda,MX-5 Miata,Roues motrices arrière,Manuelle,Essence,164 000
BMW 335i Xdrive (300HP - V6 3.0L),23250.00,2013,BMW,Autre,4 roues motrices (4x4),Automatique,Essence,93 700
2014 Chevrolet Savana 3500 cube,26500.00,2014,GMC,Savana,Roues motrices arrière,Automatique,Essence,114 170
Dodge dakota sport 2002 5 porte,900.00,2002,Dodge,Dakota,Roues motrices arrière,Automatique,Essence,240 000
"Convertible, Pontiac, Solstice 2006",11200.00,2006,Pontiac,Solstice,Roues motrices arrière,Manuelle,Essence,60 000
2010 Toyota Corolla Berline,9500.00,2010,Toyota,Corolla,Roues motrices avant,Manuelle,Essence,83 117
BMW Z4 2011 Hardtop,33500.00,2011,BMW,Z4,Roues motrices arrière,Manuelle,Essence,30 000
Toyota tundra 2000 echange ou 3000$,3000.00,2000,Toyota,Tundra,4 roues motrices (4x4),Automatique,Essence,216 700
1999 Volvo C70 Cabriolet,2500.00,1999,Volvo,C70,Roues motrices avant,Automatique,Essence,203 000
Mazda tribute 2005,1800.00,2005,Mazda,Autre,Roues motrices avant,Automatique,Essence,219 000
2005 Dodge Power Ram 1500 Camionnette,2000.00,2005,Dodge,Power Ram 1500,Roues motrices arrière,Automatique,Essence,315 000
"Hyundai Elantra 2003, 242 000 km",900.00,2003,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,242 000
2003 Saturn ION Berline,400.00,2003,Saturn,ION,Roues motrices avant,Automatique,Essence,115 000
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
BMW 128 i 2011 Noir Cabriolet,24800.00,2011,BMW,M Roadster & Coupe,Roues motrices avant,Manuelle,Essence,98 000
BMW 335i Xdrive (300HP - V6 3.0L),23250.00,2013,BMW,Autre,4 roues motrices (4x4),Automatique,Essence,93 700
Honda Fit Sport 2010 super propre,5990.00,2010,Honda,Fit,Roues motrices avant,Manuelle,Essence,140 000
Ford Focus 2005,2000.00,2005,Ford,Focus,Roues motrices avant,Automatique,Essence,103
Pontiac Montana SV6 2008 / Adapté pour fauteuil roulant,6995.00,2008,Pontiac,Montana,Roues motrices avant,Automatique,Essence,83 600
